order_id,customer_id,order_date,order_status,payment_method,sales_channel,shipping_cost,discount_amount,total_amount
ORD-000734,CUST-00041,2025-11-19 03:53:00,Completed,Apple Pay,Web,0.0,11.9,1226.08
ORD-000735,CUST-00041,2026-02-01 00:50:00,Cancelled,PayPal,Mobile App,0.0,2.85,16.14
ORD-000736,CUST-00041,2026-03-13 00:20:00,Shipped,Credit Card,Affiliate,0.0,0.0,38.0
ORD-000737,CUST-00041,2026-03-15 12:18:00,Completed,Credit Card,Mobile App,0.0,0.0,107.99
ORD-000738,CUST-00041,2026-06-03 19:57:00,Completed,BNPL (Klarna/Affirm),Web,0.0,32.0,287.98
ORD-000739,CUST-00041,2026-06-29 05:42:00,Shipped,Apple Pay,Mobile App,0.0,14.0,435.96
ORD-000740,CUST-00041,2026-07-17 16:51:00,Completed,Apple Pay,Web,0.0,38.0,1141.96
ORD-000741,CUST-00042,2023-10-18 00:47:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,255.0,1494.98
ORD-000742,CUST-00042,2023-11-11 22:49:00,Completed,PayPal,Affiliate,0.0,0.0,135.0
ORD-000743,CUST-00042,2023-12-09 04:18:00,Completed,Credit Card,Mobile App,9.99,37.5,222.48
ORD-000744,CUST-00042,2024-04-13 20:29:00,Completed,Apple Pay,Web,0.0,0.0,64.99
ORD-000745,CUST-00042,2024-06-09 05:37:00,Completed,BNPL (Klarna/Affirm),Web,0.0,0.0,39.99
ORD-000746,CUST-00042,2024-07-07 02:59:00,Completed,BNPL (Klarna/Affirm),Web,0.0,270.2,1701.76
ORD-000747,CUST-00042,2024-09-13 03:10:00,Shipped,BNPL (Klarna/Affirm),Mobile App,0.0,11.25,1813.72
ORD-000748,CUST-00042,2024-09-23 19:27:00,Completed,PayPal,Web,0.0,0.0,32.0
ORD-000749,CUST-00042,2024-10-11 17:14:00,Completed,Credit Card,Mobile App,9.99,4.0,125.96
ORD-000750,CUST-00042,2024-11-16 12:08:00,Completed,Apple Pay,Web,0.0,6.4,1151.57
ORD-000751,CUST-00042,2024-12-30 17:41:00,Completed,Credit Card,Mobile App,0.0,57.0,392.97
ORD-000752,CUST-00042,2025-02-04 21:50:00,Completed,PayPal,Mobile App,0.0,19.0,770.98
ORD-000753,CUST-00042,2025-03-11 05:43:00,Completed,BNPL (Klarna/Affirm),Web,0.0,0.0,26.0
ORD-000754,CUST-00042,2025-03-26 00:31:00,Completed,Credit Card,Affiliate,0.0,17.9,190.09
ORD-000755,CUST-00042,2025-03-26 03:25:00,Completed,PayPal,Affiliate,14.99,30.5,214.46
ORD-000756,CUST-00042,2025-04-12 17:20:00,Completed,BNPL (Klarna/Affirm),Web,14.99,3.0,31.98
ORD-000757,CUST-00042,2025-04-21 11:38:00,Completed,BNPL (Klarna/Affirm),Affiliate,14.99,17.0,2037.97
ORD-000758,CUST-00042,2025-04-23 05:06:00,Completed,PayPal,Affiliate,0.0,27.5,722.47
ORD-000759,CUST-00042,2025-05-07 23:22:00,Returned,Credit Card,Web,0.0,60.0,539.99
ORD-000760,CUST-00042,2025-06-03 04:45:00,Completed,Apple Pay,Affiliate,0.0,11.0,209.0
ORD-000761,CUST-00042,2025-06-03 17:20:00,Completed,Credit Card,Mobile App,9.99,96.9,559.06
ORD-000762,CUST-00042,2025-08-29 09:34:00,Completed,Credit Card,Web,0.0,18.1,247.89
ORD-000763,CUST-00042,2026-02-16 07:59:00,Completed,PayPal,Web,14.99,6.0,48.98
ORD-000764,CUST-00042,2026-04-03 05:27:00,Completed,Credit Card,Mobile App,0.0,2.3,620.68
ORD-000765,CUST-00042,2026-07-16 23:15:00,Completed,Credit Card,Affiliate,0.0,0.0,1234.99
ORD-000766,CUST-00043,2024-12-25 10:59:00,Completed,BNPL (Klarna/Affirm),Web,0.0,0.0,79.99
ORD-000767,CUST-00043,2025-01-26 16:45:00,Completed,BNPL (Klarna/Affirm),Mobile App,9.99,0.0,39.98
ORD-000768,CUST-00043,2025-02-17 01:18:00,Completed,PayPal,Mobile App,4.99,0.0,159.97
ORD-000769,CUST-00043,2025-03-02 09:13:00,Completed,BNPL (Klarna/Affirm),Web,14.99,23.2,335.75
ORD-000770,CUST-00043,2025-09-15 01:56:00,Completed,Credit Card,Mobile App,0.0,6.0,33.99
ORD-000771,CUST-00043,2025-09-15 17:51:00,Completed,Credit Card,Web,14.99,5.5,244.45
ORD-000772,CUST-00043,2025-10-07 16:46:00,Completed,Credit Card,Mobile App,4.99,3.5,36.48
ORD-000773,CUST-00043,2025-11-07 12:08:00,Completed,PayPal,Mobile App,9.99,1.9,27.08
ORD-000774,CUST-00043,2026-01-08 02:13:00,Completed,Credit Card,Web,0.0,19.5,130.48
ORD-000775,CUST-00043,2026-01-30 06:25:00,Completed,Credit Card,Affiliate,0.0,3.8,34.18
ORD-000776,CUST-00043,2026-04-11 15:13:00,Completed,PayPal,Mobile App,9.99,0.0,59.98
ORD-000777,CUST-00044,2026-02-14 16:31:00,Completed,Credit Card,Mobile App,0.0,3.4,1206.59
ORD-000778,CUST-00044,2026-02-26 11:12:00,Completed,Apple Pay,Affiliate,9.99,0.0,64.98
ORD-000779,CUST-00044,2026-03-04 11:16:00,Returned,Credit Card,Affiliate,4.99,4.2,142.77
ORD-000780,CUST-00044,2026-03-22 17:30:00,Cancelled,Credit Card,Affiliate,14.99,0.0,37.98
ORD-000781,CUST-00044,2026-03-29 22:00:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,3299.97
ORD-000782,CUST-00044,2026-04-07 06:01:00,Completed,Credit Card,Mobile App,0.0,5.4,116.6
ORD-000783,CUST-00044,2026-04-17 06:37:00,Completed,PayPal,Mobile App,0.0,1.5,28.49
ORD-000784,CUST-00044,2026-04-30 16:14:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,319.98
ORD-000785,CUST-00044,2026-05-07 08:49:00,Completed,Apple Pay,Web,0.0,26.0,233.98
ORD-000786,CUST-00044,2026-05-12 09:48:00,Completed,PayPal,Mobile App,0.0,0.0,39.99
ORD-000787,CUST-00044,2026-05-16 00:11:00,Completed,BNPL (Klarna/Affirm),Web,0.0,0.0,79.99
ORD-000788,CUST-00044,2026-05-22 20:47:00,Completed,Credit Card,Web,0.0,4.5,25.49
ORD-000789,CUST-00044,2026-05-30 14:00:00,Completed,Credit Card,Mobile App,0.0,0.0,599.99
ORD-000790,CUST-00044,2026-06-03 03:29:00,Completed,PayPal,Mobile App,9.99,0.0,159.98
ORD-000791,CUST-00044,2026-06-06 16:57:00,Completed,Credit Card,Mobile App,0.0,0.0,119.97
ORD-000792,CUST-00044,2026-06-09 20:55:00,Completed,PayPal,Mobile App,4.99,14.0,270.98
ORD-000793,CUST-00044,2026-06-17 04:25:00,Completed,PayPal,Web,0.0,332.85,1886.12
ORD-000794,CUST-00044,2026-06-19 17:07:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,13.5,976.48
ORD-000795,CUST-00044,2026-07-02 00:39:00,Completed,Credit Card,Web,9.99,0.0,47.99
ORD-000796,CUST-00044,2026-07-12 13:51:00,Completed,Credit Card,Web,0.0,3.2,28.8
ORD-000797,CUST-00044,2026-08-01 01:12:00,Completed,Apple Pay,Web,0.0,4.2,37.8
ORD-000798,CUST-00044,2026-08-04 07:13:00,Completed,Credit Card,Web,14.99,4.8,151.18
ORD-000799,CUST-00044,2026-08-18 03:48:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,8.0,71.98
ORD-000800,CUST-00044,2026-08-29 08:06:00,Completed,PayPal,Mobile App,0.0,10.2,57.8
ORD-000801,CUST-00045,2023-03-31 16:10:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,0.0,89.99
ORD-000802,CUST-00045,2023-04-23 12:36:00,Completed,Credit Card,Web,9.99,0.0,615.95
ORD-000803,CUST-00045,2023-08-22 18:02:00,Completed,Credit Card,Web,0.0,0.0,249.99
ORD-000804,CUST-00045,2023-09-28 06:50:00,Completed,Apple Pay,Mobile App,0.0,90.0,809.99
ORD-000805,CUST-00045,2024-11-07 07:17:00,Completed,BNPL (Klarna/Affirm),Web,0.0,0.0,899.99
ORD-000806,CUST-00045,2025-06-23 08:28:00,Completed,Credit Card,Web,0.0,8.0,71.99
ORD-000807,CUST-00045,2025-06-23 09:02:00,Cancelled,BNPL (Klarna/Affirm),Mobile App,14.99,135.0,779.98
ORD-000808,CUST-00045,2025-10-10 09:39:00,Completed,BNPL (Klarna/Affirm),Web,14.99,0.0,54.98
ORD-000809,CUST-00045,2025-12-28 06:25:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,0.0,329.99
ORD-000810,CUST-00045,2026-01-20 08:32:00,Cancelled,Credit Card,Web,0.0,110.0,989.99
ORD-000811,CUST-00045,2026-03-16 04:05:00,Completed,PayPal,Mobile App,0.0,42.0,642.99
ORD-000812,CUST-00045,2026-06-08 23:40:00,Completed,PayPal,Web,0.0,6.5,123.49
ORD-000813,CUST-00046,2023-04-16 04:45:00,Completed,Credit Card,Affiliate,0.0,3.75,91.23
ORD-000814,CUST-00046,2023-07-02 03:03:00,Completed,Credit Card,Web,9.99,30.0,579.98
ORD-000815,CUST-00046,2023-08-05 15:16:00,Completed,Credit Card,Web,0.0,2.0,37.99
ORD-000816,CUST-00046,2023-12-22 20:14:00,Completed,Credit Card,Web,0.0,0.0,79.99
ORD-000817,CUST-00046,2024-02-05 07:22:00,Completed,Credit Card,Web,4.99,16.5,128.47
ORD-000818,CUST-00046,2024-04-12 13:19:00,Shipped,BNPL (Klarna/Affirm),Mobile App,0.0,16.5,131.47
ORD-000819,CUST-00046,2024-06-22 11:40:00,Completed,Credit Card,Mobile App,4.99,20.25,347.72
ORD-000820,CUST-00046,2024-08-08 09:37:00,Completed,Credit Card,Mobile App,0.0,11.0,209.0
ORD-000821,CUST-00046,2024-09-24 12:27:00,Completed,Apple Pay,Affiliate,0.0,0.95,591.02
ORD-000822,CUST-00046,2024-10-26 00:09:00,Completed,Apple Pay,Mobile App,14.99,14.0,420.96
ORD-000823,CUST-00046,2025-01-08 04:29:00,Completed,Apple Pay,Affiliate,0.0,34.5,333.49
ORD-000824,CUST-00046,2025-05-23 04:02:00,Completed,Apple Pay,Web,9.99,0.0,456.99
ORD-000825,CUST-00046,2025-09-04 04:45:00,Completed,PayPal,Web,0.0,13.0,246.98
ORD-000826,CUST-00046,2025-09-30 00:00:00,Completed,Credit Card,Web,0.0,0.0,149.98
ORD-000827,CUST-00046,2026-01-16 04:58:00,Completed,Credit Card,Web,14.99,5.7,105.29
ORD-000828,CUST-00046,2026-01-29 14:38:00,Completed,Credit Card,Affiliate,0.0,0.0,42.0
ORD-000829,CUST-00046,2026-03-06 11:32:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,86.75,1738.22
ORD-000830,CUST-00046,2026-03-23 02:44:00,Completed,Credit Card,Mobile App,4.99,13.5,1501.45
ORD-000831,CUST-00046,2026-04-15 04:17:00,Completed,Apple Pay,Web,0.0,0.0,359.98
ORD-000832,CUST-00046,2026-06-04 19:38:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,22.5,127.49
ORD-000833,CUST-00047,2022-11-15 06:19:00,Completed,Apple Pay,Affiliate,0.0,0.0,899.99
ORD-000834,CUST-00047,2022-12-18 23:06:00,Completed,Apple Pay,Mobile App,0.0,2.5,47.49
ORD-000835,CUST-00047,2022-12-22 02:05:00,Shipped,BNPL (Klarna/Affirm),Affiliate,9.99,45.0,864.98
ORD-000836,CUST-00047,2022-12-24 23:32:00,Completed,Credit Card,Web,0.0,66.0,1193.97
ORD-000837,CUST-00047,2023-02-19 22:31:00,Completed,Credit Card,Affiliate,14.99,2.0,82.97
ORD-000838,CUST-00047,2023-04-10 11:43:00,Completed,Credit Card,Web,0.0,0.0,1099.98
ORD-000839,CUST-00047,2023-07-24 03:37:00,Completed,PayPal,Affiliate,0.0,35.25,329.72
ORD-000840,CUST-00047,2024-02-02 17:52:00,Completed,Credit Card,Mobile App,9.99,3.5,76.48
ORD-000841,CUST-00047,2024-03-02 03:15:00,Cancelled,Credit Card,Web,0.0,1.5,28.49
ORD-000842,CUST-00047,2024-06-30 19:38:00,Completed,Apple Pay,Mobile App,0.0,4.5,25.49
ORD-000843,CUST-00047,2024-08-08 12:56:00,Completed,Credit Card,Mobile App,4.99,0.0,174.98
ORD-000844,CUST-00047,2024-08-30 17:26:00,Completed,Credit Card,Web,9.99,0.0,1739.97
ORD-000845,CUST-00047,2024-11-03 19:48:00,Completed,BNPL (Klarna/Affirm),Mobile App,4.99,8.25,51.73
ORD-000846,CUST-00047,2024-12-06 03:37:00,Completed,BNPL (Klarna/Affirm),Web,0.0,0.0,58.0
ORD-000847,CUST-00047,2025-02-05 08:02:00,Completed,PayPal,Web,14.99,0.0,2614.97
ORD-000848,CUST-00047,2025-02-21 14:48:00,Completed,Credit Card,Mobile App,0.0,2.5,47.49
ORD-000849,CUST-00048,2022-08-04 03:56:00,Completed,Credit Card,Affiliate,0.0,0.0,29.99
ORD-000850,CUST-00048,2022-12-04 14:58:00,Completed,Apple Pay,Mobile App,9.99,0.0,369.97
ORD-000851,CUST-00048,2023-01-08 00:20:00,Completed,Credit Card,Affiliate,0.0,2.0,37.99
ORD-000852,CUST-00048,2023-01-18 04:14:00,Completed,Credit Card,Mobile App,4.99,0.0,39.98
ORD-000853,CUST-00048,2023-01-18 10:23:00,Completed,Credit Card,Mobile App,0.0,0.0,135.0
ORD-000854,CUST-00048,2023-02-13 04:34:00,Completed,Credit Card,Mobile App,0.0,10.0,189.98
ORD-000855,CUST-00048,2023-11-14 07:42:00,Returned,Apple Pay,Web,0.0,46.5,283.46
ORD-000856,CUST-00048,2023-12-14 04:24:00,Completed,Apple Pay,Web,14.99,16.0,158.98
ORD-000857,CUST-00048,2023-12-14 04:31:00,Cancelled,Apple Pay,Mobile App,0.0,13.0,116.99
ORD-000858,CUST-00048,2024-01-17 15:26:00,Completed,BNPL (Klarna/Affirm),Mobile App,9.99,183.2,1698.75
ORD-000859,CUST-00048,2024-03-26 17:05:00,Completed,PayPal,Mobile App,9.99,60.0,549.98
ORD-000860,CUST-00048,2024-05-21 10:47:00,Completed,Apple Pay,Web,0.0,4.8,351.18
ORD-000861,CUST-00048,2024-11-16 03:20:00,Completed,PayPal,Mobile App,0.0,4.0,205.97
ORD-000862,CUST-00048,2025-02-22 07:35:00,Completed,Apple Pay,Web,0.0,12.5,497.48
ORD-000863,CUST-00048,2025-04-05 10:51:00,Completed,Credit Card,Web,0.0,0.0,38.0
ORD-000864,CUST-00048,2025-05-01 18:50:00,Completed,Credit Card,Mobile App,14.99,12.0,362.96
ORD-000865,CUST-00048,2025-08-26 15:32:00,Completed,PayPal,Mobile App,9.99,4.0,113.97
ORD-000866,CUST-00048,2025-10-25 11:48:00,Completed,BNPL (Klarna/Affirm),Web,0.0,3.25,214.72
ORD-000867,CUST-00048,2025-12-10 10:14:00,Completed,Credit Card,Web,0.0,0.0,1699.99
ORD-000868,CUST-00049,2025-02-21 01:18:00,Completed,Credit Card,Affiliate,0.0,22.5,427.47
ORD-000869,CUST-00049,2025-03-15 23:25:00,Completed,Credit Card,Web,4.99,30.0,342.96
ORD-000870,CUST-00049,2025-03-22 10:43:00,Completed,Credit Card,Web,14.99,0.0,464.98
ORD-000871,CUST-00049,2025-05-03 12:59:00,Completed,Credit Card,Affiliate,9.99,24.9,328.06
ORD-000872,CUST-00049,2025-07-20 11:39:00,Completed,Credit Card,Web,0.0,10.0,89.98
ORD-000873,CUST-00049,2025-08-27 14:56:00,Cancelled,Credit Card,Affiliate,0.0,0.0,3399.98
ORD-000874,CUST-00049,2025-09-01 06:11:00,Completed,Credit Card,Affiliate,0.0,13.0,116.98
ORD-000875,CUST-00049,2025-09-27 03:55:00,Completed,Credit Card,Mobile App,4.99,0.0,1804.97
ORD-000876,CUST-00049,2025-10-15 17:00:00,Completed,Credit Card,Web,14.99,15.0,139.97
ORD-000877,CUST-00049,2025-10-27 08:24:00,Completed,Credit Card,Web,14.99,0.0,39.98
ORD-000878,CUST-00049,2025-11-22 14:27:00,Completed,Credit Card,Affiliate,0.0,0.0,229.98
ORD-000879,CUST-00049,2026-01-08 08:03:00,Completed,Credit Card,Web,4.99,3.45,24.53
ORD-000880,CUST-00049,2026-04-09 14:11:00,Completed,Credit Card,Mobile App,4.99,3.2,33.79
ORD-000881,CUST-00049,2026-05-07 05:36:00,Completed,BNPL (Klarna/Affirm),Affiliate,4.99,33.0,631.99
ORD-000882,CUST-00049,2026-08-16 07:36:00,Completed,Apple Pay,Mobile App,0.0,0.0,149.99
ORD-000883,CUST-00049,2026-08-27 10:06:00,Completed,BNPL (Klarna/Affirm),Mobile App,14.99,0.0,64.98
ORD-000884,CUST-00050,2022-07-27 19:27:00,Completed,Credit Card,Web,0.0,0.0,159.99
ORD-000885,CUST-00050,2023-01-01 04:44:00,Completed,Credit Card,Web,0.0,11.0,344.0
ORD-000886,CUST-00050,2023-02-06 14:51:00,Completed,BNPL (Klarna/Affirm),Mobile App,9.99,10.5,69.48
ORD-000887,CUST-00050,2023-03-13 08:03:00,Completed,Credit Card,Web,14.99,7.5,57.48
ORD-000888,CUST-00050,2023-04-10 21:54:00,Completed,PayPal,Affiliate,14.99,90.0,824.98
ORD-000889,CUST-00050,2023-04-25 21:47:00,Completed,Credit Card,Mobile App,0.0,0.0,64.99
ORD-000890,CUST-00050,2023-09-16 00:00:00,Completed,Credit Card,Affiliate,0.0,10.0,1189.97
ORD-000891,CUST-00050,2023-09-17 03:30:00,Completed,BNPL (Klarna/Affirm),Mobile App,9.99,25.0,234.98
ORD-000892,CUST-00050,2023-12-07 10:55:00,Completed,PayPal,Affiliate,0.0,22.5,253.49
ORD-000893,CUST-00050,2023-12-18 15:20:00,Completed,Credit Card,Mobile App,4.99,17.25,552.73
ORD-000894,CUST-00050,2024-07-06 07:46:00,Completed,Credit Card,Mobile App,4.99,0.0,604.97
ORD-000895,CUST-00050,2024-08-29 08:24:00,Completed,Credit Card,Affiliate,0.0,3.0,68.99
ORD-000896,CUST-00050,2024-09-02 04:27:00,Completed,BNPL (Klarna/Affirm),Mobile App,14.99,0.0,164.98
ORD-000897,CUST-00050,2024-12-05 02:44:00,Shipped,Credit Card,Mobile App,0.0,90.0,809.99
ORD-000898,CUST-00051,2026-05-01 10:25:00,Shipped,Apple Pay,Web,0.0,0.0,69.99
ORD-000899,CUST-00051,2026-05-02 00:45:00,Completed,PayPal,Web,0.0,85.0,1614.99
ORD-000900,CUST-00051,2026-05-02 04:26:00,Completed,Credit Card,Web,4.99,33.5,1201.45
ORD-000901,CUST-00051,2026-05-02 13:01:00,Completed,Apple Pay,Mobile App,0.0,3.45,139.53
ORD-000902,CUST-00051,2026-05-03 23:48:00,Shipped,BNPL (Klarna/Affirm),Mobile App,0.0,2.85,16.14
ORD-000903,CUST-00051,2026-05-07 18:14:00,Completed,PayPal,Affiliate,0.0,0.0,154.98
ORD-000904,CUST-00051,2026-05-08 18:14:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,34.99
ORD-000905,CUST-00051,2026-05-19 04:10:00,Completed,Credit Card,Web,9.99,6.75,188.23
ORD-000906,CUST-00051,2026-05-20 02:30:00,Completed,PayPal,Mobile App,0.0,4.0,75.99
ORD-000907,CUST-00051,2026-05-22 17:39:00,Completed,Apple Pay,Affiliate,4.99,0.0,62.99
ORD-000908,CUST-00051,2026-05-26 19:04:00,Completed,Apple Pay,Web,0.0,4.8,142.2
ORD-000909,CUST-00051,2026-05-28 11:48:00,Completed,Credit Card,Web,4.99,0.0,112.98
ORD-000910,CUST-00051,2026-06-01 12:07:00,Completed,Apple Pay,Mobile App,0.0,0.0,729.98
ORD-000911,CUST-00051,2026-06-04 14:05:00,Completed,Apple Pay,Web,0.0,5.15,187.82
ORD-000912,CUST-00051,2026-06-12 13:12:00,Completed,Credit Card,Affiliate,14.99,5.0,1379.94
ORD-000913,CUST-00051,2026-06-14 00:44:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,5.0,473.98
ORD-000914,CUST-00051,2026-06-17 00:16:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.95,428.01
ORD-000915,CUST-00051,2026-06-25 15:42:00,Completed,Apple Pay,Mobile App,14.99,0.0,464.98
ORD-000916,CUST-00051,2026-08-11 22:28:00,Completed,Credit Card,Web,9.99,0.0,158.99
ORD-000917,CUST-00051,2026-08-12 01:37:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,159.99
ORD-000918,CUST-00051,2026-08-12 09:41:00,Completed,Credit Card,Mobile App,0.0,19.5,110.49
ORD-000919,CUST-00051,2026-08-22 10:52:00,Completed,BNPL (Klarna/Affirm),Affiliate,14.99,90.0,974.97
ORD-000920,CUST-00051,2026-08-24 16:09:00,Completed,Credit Card,Mobile App,0.0,0.0,119.99
ORD-000921,CUST-00052,2023-09-01 17:27:00,Completed,Credit Card,Web,14.99,0.0,56.99
ORD-000922,CUST-00052,2023-09-19 15:12:00,Completed,Credit Card,Mobile App,0.0,44.6,837.37
ORD-000923,CUST-00052,2023-12-23 02:25:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,129.99
ORD-000924,CUST-00052,2024-01-26 17:55:00,Completed,BNPL (Klarna/Affirm),Mobile App,4.99,46.8,270.18
ORD-000925,CUST-00052,2024-01-31 21:36:00,Completed,BNPL (Klarna/Affirm),Web,0.0,45.0,854.99
ORD-000926,CUST-00052,2024-02-21 14:47:00,Cancelled,PayPal,Web,9.99,32.3,455.65
ORD-000927,CUST-00052,2024-04-21 17:09:00,Shipped,Credit Card,Affiliate,0.0,0.0,49.99
ORD-000928,CUST-00052,2024-07-18 18:59:00,Completed,BNPL (Klarna/Affirm),Web,0.0,0.0,99.98
ORD-000929,CUST-00052,2024-08-05 12:37:00,Completed,BNPL (Klarna/Affirm),Web,0.0,196.5,1733.47
ORD-000930,CUST-00052,2024-08-17 16:53:00,Completed,PayPal,Mobile App,9.99,64.2,1187.77
ORD-000931,CUST-00052,2024-10-10 07:29:00,Completed,PayPal,Affiliate,0.0,7.25,137.74
ORD-000932,CUST-00052,2025-05-11 19:16:00,Shipped,Credit Card,Affiliate,9.99,15.0,1494.96
ORD-000933,CUST-00052,2025-10-28 06:11:00,Completed,Credit Card,Mobile App,0.0,21.25,188.73
ORD-000934,CUST-00052,2025-11-19 21:46:00,Completed,BNPL (Klarna/Affirm),Mobile App,4.99,3.45,24.53
ORD-000935,CUST-00052,2025-12-24 22:20:00,Shipped,Credit Card,Mobile App,0.0,13.0,956.95
ORD-000936,CUST-00052,2026-01-01 22:48:00,Completed,PayPal,Affiliate,0.0,4.5,85.48
ORD-000937,CUST-00052,2026-02-11 00:26:00,Completed,PayPal,Web,0.0,0.0,37.98
ORD-000938,CUST-00052,2026-08-22 05:31:00,Completed,PayPal,Web,9.99,1.9,27.08
ORD-000939,CUST-00053,2022-10-03 12:26:00,Cancelled,BNPL (Klarna/Affirm),Affiliate,0.0,10.0,89.99
ORD-000940,CUST-00053,2022-11-28 12:25:00,Shipped,BNPL (Klarna/Affirm),Web,0.0,3.75,56.23
ORD-000941,CUST-00053,2022-12-23 08:11:00,Completed,Apple Pay,Affiliate,0.0,2.5,127.48
ORD-000942,CUST-00053,2023-05-12 11:55:00,Completed,BNPL (Klarna/Affirm),Web,0.0,41.5,348.48
ORD-000943,CUST-00053,2023-05-29 07:27:00,Completed,Credit Card,Mobile App,0.0,0.0,1699.99
ORD-000944,CUST-00053,2023-06-02 11:37:00,Completed,Apple Pay,Mobile App,0.0,255.0,1490.97
ORD-000945,CUST-00053,2023-09-02 04:47:00,Completed,Credit Card,Mobile App,14.99,0.0,149.99
ORD-000946,CUST-00053,2023-09-23 05:26:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,37.05,223.94
ORD-000947,CUST-00053,2024-01-21 12:52:00,Completed,Credit Card,Web,0.0,36.0,203.97
ORD-000948,CUST-00053,2024-02-02 16:23:00,Completed,BNPL (Klarna/Affirm),Web,0.0,90.0,1809.95
ORD-000949,CUST-00053,2024-03-30 22:25:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,221.99
ORD-000950,CUST-00053,2024-04-03 21:01:00,Completed,PayPal,Web,4.99,13.0,121.98
ORD-000951,CUST-00053,2024-04-14 18:04:00,Completed,PayPal,Mobile App,0.0,0.0,180.97
ORD-000952,CUST-00053,2024-06-07 18:52:00,Completed,PayPal,Mobile App,0.0,31.8,180.2
ORD-000953,CUST-00053,2024-12-04 02:29:00,Completed,Apple Pay,Web,0.0,0.0,34.99
ORD-000954,CUST-00053,2024-12-30 04:12:00,Completed,PayPal,Web,0.0,0.0,64.99
ORD-000955,CUST-00053,2025-04-17 19:49:00,Cancelled,Credit Card,Mobile App,14.99,255.0,1624.96
ORD-000956,CUST-00053,2025-05-30 21:57:00,Completed,PayPal,Mobile App,0.0,0.0,24.99
ORD-000957,CUST-00053,2025-07-21 17:09:00,Completed,Credit Card,Mobile App,14.99,0.0,84.98
ORD-000958,CUST-00053,2025-11-08 19:08:00,Returned,Credit Card,Mobile App,0.0,0.95,18.04
ORD-000959,CUST-00053,2025-11-21 14:31:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,8.4,225.59
ORD-000960,CUST-00053,2026-01-31 16:24:00,Completed,Credit Card,Mobile App,0.0,15.0,109.98
ORD-000961,CUST-00053,2026-03-13 16:26:00,Completed,Credit Card,Mobile App,9.99,2.5,57.48
ORD-000962,CUST-00053,2026-08-18 08:53:00,Completed,Credit Card,Affiliate,9.99,0.0,44.98
ORD-000963,CUST-00054,2025-08-07 05:05:00,Completed,Credit Card,Web,0.0,71.25,445.73
ORD-000964,CUST-00054,2025-09-27 19:59:00,Completed,BNPL (Klarna/Affirm),Web,0.0,6.5,123.49
ORD-000965,CUST-00054,2025-10-11 00:48:00,Completed,Apple Pay,Affiliate,0.0,11.0,209.0
ORD-000966,CUST-00054,2025-10-29 03:34:00,Completed,Credit Card,Web,9.99,60.0,549.98
ORD-000967,CUST-00054,2025-10-29 10:57:00,Shipped,Apple Pay,Mobile App,0.0,42.75,372.21
ORD-000968,CUST-00054,2025-12-04 12:49:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,2.9,117.09
ORD-000969,CUST-00054,2026-05-06 06:37:00,Completed,PayPal,Affiliate,0.0,2.0,37.99
ORD-000970,CUST-00054,2026-06-30 22:34:00,Completed,Credit Card,Web,0.0,26.1,147.9
ORD-000971,CUST-00054,2026-07-08 17:01:00,Completed,Credit Card,Web,0.0,0.0,149.0
ORD-000972,CUST-00054,2026-08-22 00:45:00,Completed,PayPal,Mobile App,0.0,12.3,69.69
ORD-000973,CUST-00055,2023-06-18 11:14:00,Shipped,Credit Card,Mobile App,0.0,0.0,220.0
ORD-000974,CUST-00055,2023-06-29 04:47:00,Completed,Credit Card,Affiliate,4.99,22.0,317.97
ORD-000975,CUST-00055,2023-08-20 09:24:00,Completed,Credit Card,Affiliate,0.0,22.5,127.49
ORD-000976,CUST-00055,2023-08-30 19:36:00,Completed,Credit Card,Web,0.0,6.0,33.99
ORD-000977,CUST-00055,2023-10-26 11:31:00,Completed,Apple Pay,Mobile App,0.0,34.0,373.98
ORD-000978,CUST-00055,2023-10-29 13:11:00,Cancelled,Credit Card,Web,14.99,7.0,147.97
ORD-000979,CUST-00055,2024-01-23 12:33:00,Completed,Apple Pay,Mobile App,9.99,28.5,231.46
ORD-000980,CUST-00055,2024-02-25 10:44:00,Completed,BNPL (Klarna/Affirm),Mobile App,9.99,0.0,1109.98
ORD-000981,CUST-00055,2024-05-28 23:15:00,Completed,Credit Card,Affiliate,0.0,0.0,99.99
